genre,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Hip-Hop,Malibu Ken,Suicide Big Gulp,48,0.123,0.434,209813,0.87,0.0,0.209,-5.124,0.344,94.084,0.665
Hip-Hop,Bazanji,2019,68,0.15,0.597,112245,0.881,0.0,0.16,-5.23,0.119,147.042,0.295
Hip-Hop,Arcangel,Me Llamas,56,0.259,0.799,328000,0.595,0.0,0.344,-7.015,0.193,120.06,0.555
Hip-Hop,Big Sean,Inspire Me,51,0.293,0.714,208307,0.674,0.0,0.262,-7.135,0.268,136.114,0.388
Hip-Hop,T.I.,ASAP,50,0.335,0.79,284413,0.645,0.0,0.405,-5.426,0.317,158.13,0.583
Hip-Hop,Childish Gambino,V. 3005 - Beach Picnic Version,49,0.0108,0.561,225867,0.431,0.202,0.117,-9.53,0.0444,165.854,0.132
Hip-Hop,Gucci Mane,Both (feat. Drake),75,0.119,0.85,190312,0.405,0.000118,0.0707,-7.509,0.225,139.976,0.344
Hip-Hop,A$AP Rocky,Fukk Sleep,73,0.443,0.793,192973,0.412,7.43e-05,0.219,-9.305,0.364,135.937,0.307
Hip-Hop,2 Chainz,Burglar Bars,47,0.0375,0.436,307973,0.822,0.0,0.352,-4.737,0.542,142.965,0.474
Hip-Hop,Cartel De Santa,Traficando Rimas,50,0.0348,0.715,275480,0.716,1.14e-05,0.534,-5.338,0.215,174.026,0.804
Hip-Hop,Jazz Cartier,• TEMPTED,51,0.0591,0.837,221893,0.459,0.0,0.234,-7.99,0.302,101.996,0.319
Hip-Hop,Rejjie Snow,Egyptian Luvr (feat. Aminé and Dana Williams),57,0.0553,0.834,256613,0.591,0.0,0.074,-7.543,0.305,104.944,0.9
Hip-Hop,Tyga,100's,54,0.0476,0.852,235546,0.501,0.0,0.118,-8.769,0.296,106.983,0.448
Hip-Hop,La Factoria,Perdóname,66,0.272,0.69,242467,0.814,0.0,0.234,-5.752,0.0329,95.004,0.349
Hip-Hop,Night Lovell,PAIN,57,0.458,0.833,152348,0.646,0.387,0.0845,-8.015,0.0361,115.005,0.295
Indie,Wild Child,Back & Forth,51,0.0694,0.749,211360,0.699,0.0,0.124,-7.193,0.0469,123.965,0.641
Indie,Mi Sobrino Memo,Piel Canela,59,0.656,0.734,212500,0.697,0.0,0.124,-6.104,0.0326,120.04,0.58
Indie,Shoffy,Goodnight,52,0.531,0.493,230334,0.322,0.000131,0.115,-9.481,0.05,117.972,0.0628
Indie,BØRNS,Dopamine,56,0.0155,0.551,224373,0.813,5.82e-06,0.105,-4.25,0.0621,97.556,0.568
Indie,alt-J,Lovely Day (Bonus Track),50,0.0483,0.465,241546,0.487,0.344,0.0951,-8.743,0.0399,97.847,0.203
Indie,Grouplove,Raspberry,58,0.0292,0.492,196027,0.779,0.0,0.129,-5.022,0.0498,104.966,0.445
Indie,Chase Atlantic,OBSESSIVE,48,0.00705,0.607,231986,0.926,0.00109,0.132,-2.615,0.0331,108.0,0.497
Indie,Timeflies,Taylor,56,0.0613,0.705,220680,0.474,0.0,0.641,-7.939,0.141,80.074,0.561
Indie,Chase Atlantic,WHAT U CALL THAT,61,0.0746,0.659,207827,0.652,4.33e-05,0.158,-5.201,0.0471,125.964,0.426
Indie,Tom Speight,"Medicine - Recorded at RAK Studios, London",55,0.88,0.428,171821,0.159,1.48e-06,0.11,-12.717,0.0414,162.9,0.292
Indie,Melody's Echo Chamber,I Follow You,52,0.02,0.222,214400,0.801,0.319,0.114,-4.892,0.0394,200.76,0.685
Indie,Hey Violet,Unholy,52,0.0066,0.514,237346,0.798,0.0,0.227,-5.99,0.154,162.008,0.524
Indie,Trevor Hall,The Fruitful Darkness,48,0.893,0.267,216167,0.301,0.448,0.128,-12.4,0.0328,144.029,0.132
Indie,Santigold,Disparate Youth,60,0.0131,0.642,284400,0.931,0.825,0.215,-4.142,0.0417,152.005,0.548
Indie,Jitwam,WhereYouGonnaGo?,58,0.338,0.812,308875,0.855,0.0882,0.127,-9.117,0.107,118.015,0.484
Indie,Missy & Blonde,Stay,67,0.766,0.37,178203,0.318,0.0,0.307,-6.524,0.0339,173.521,0.47
Indie,Mac DeMarco,Goodbye Weekend,54,0.174,0.559,179767,0.793,0.021,0.329,-4.019,0.0346,80.083,0.604
Indie,Rhye,Waste,60,0.817,0.657,211693,0.324,0.038,0.101,-11.934,0.037,84.011,0.225
Indie,Luke Christopher,PREFER THE RAIN,46,0.00542,0.732,142979,0.587,0.000115,0.333,-6.104,0.0455,130.921,0.307
Indie,Hippo Campus,Western Kids,48,0.0381,0.642,194829,0.91,0.000127,0.412,-4.033,0.127,103.127,0.519
Indie,Matt Corby,Miracle Love,53,0.373,0.454,262258,0.566,0.00153,0.0588,-8.053,0.0583,136.165,0.424
Indie,Deerhunter,What Happens to People?,53,0.496,0.597,256201,0.737,0.35,0.282,-7.274,0.0321,129.939,0.721
Indie,Smino,Coupe Se' Yern,56,0.168,0.842,151144,0.535,1.02e-06,0.0927,-8.473,0.461,76.983,0.713
Indie,STRFKR,Something Ain't Right,43,0.00103,0.701,244933,0.875,0.31,0.313,-3.714,0.0334,118.014,0.511
Indie,Teyana Taylor,Gonna Love Me,74,0.402,0.514,166998,0.506,2.56e-05,0.191,-7.095,0.28,88.044,0.312
Indie,Craft Spells,Party Talk,48,0.0259,0.648,220639,0.673,0.924,0.388,-9.872,0.0452,120.008,0.788
Indie,Nightly,Miss You Like Hell,48,0.000567,0.418,189181,0.922,0.0,0.122,-4.595,0.122,94.927,0.238
Indie,Rhye,Stay Safe,53,0.615,0.808,292240,0.417,0.353,0.0673,-10.002,0.0471,142.053,0.598
Indie,Dan Auerbach,Undertow,53,0.0351,0.434,203560,0.726,0.288,0.476,-5.482,0.033,92.751,0.7
Indie,Moonmoon,비행운 Contrail,53,0.829,0.843,178824,0.395,8.52e-05,0.257,-6.322,0.0345,101.979,0.741
Indie,Local Natives,Mt. Washington,52,0.19,0.482,198933,0.362,0.00562,0.0913,-10.358,0.0299,76.879,0.174
Indie,Vance Joy,Emmylou,48,0.599,0.591,280653,0.41,0.000346,0.189,-8.762,0.0229,96.003,0.308
Indie,K.Flay,Bad Vibes,63,0.0195,0.71,185800,0.716,0.0,0.0794,-6.777,0.314,97.974,0.602
Indie,Greyson Chance,Low,66,0.585,0.476,207640,0.534,0.000236,0.112,-7.432,0.154,91.646,0.234
Indie,Knox Hamilton,Pretty Way to Fight,46,0.00725,0.525,203667,0.893,0.0576,0.219,-4.776,0.0665,153.996,0.336
Indie,Brent Faiyaz,Trust,58,0.227,0.764,158421,0.396,7.54e-05,0.12,-8.566,0.159,92.007,0.475
Indie,The Killers,This Is Your Life,50,0.0115,0.612,218893,0.899,0.000114,0.246,-6.003,0.0284,100.008,0.502
Indie,Mom Jeans.,Death Cup,57,0.0947,0.353,276000,0.748,0.000553,0.166,-9.339,0.0411,85.983,0.574
Indie,Oh Wonder,Landslide,62,0.753,0.521,208229,0.426,9.17e-05,0.103,-8.79,0.0908,80.367,0.302
Indie,MKTO,Thank You,53,0.0171,0.65,229880,0.943,0.0,0.15,-4.751,0.0692,126.008,0.8
Indie,VÉRITÉ,Phase Me Out,49,0.18,0.536,214320,0.625,1.27e-06,0.0985,-4.506,0.0376,118.054,0.142
Indie,A.A. Bondy,Images of Love,49,0.245,0.721,219000,0.37,0.00912,0.0769,-9.69,0.0332,84.991,0.629
Indie,Ben Rector,I Will Always Be Yours,59,0.133,0.445,226827,0.771,0.0,0.273,-4.607,0.0501,147.913,0.448
Indie,The Japanese House,Somebody you found,48,0.85,0.665,213632,0.527,5.68e-05,0.146,-8.651,0.0342,119.974,0.38
Indie,The White Stripes,The Denial Twist,49,0.333,0.504,155773,0.758,0.0,0.132,-7.974,0.148,90.466,0.758
Indie,Mandolin Orange,Take This Heart of Gold,55,0.986,0.519,225280,0.0609,0.00133,0.107,-11.328,0.0514,118.56,0.122
Indie,WALK THE MOON,We Are the Kids,46,0.0539,0.693,217467,0.761,0.0,0.314,-5.47,0.0415,126.008,0.572
Indie,Jake Miller,Can't Help Myself,57,0.209,0.656,210000,0.615,0.0,0.109,-5.562,0.0506,76.53,0.732
Indie,DREAMERS,Black & White,51,0.000215,0.497,213989,0.879,4.84e-06,0.101,-5.334,0.0343,141.857,0.334
Indie,Elder Island,The Big Unknown,59,0.173,0.919,303572,0.44,0.00392,0.0681,-11.588,0.0689,114.972,0.369
Indie,Mother Mother,Wrecking Ball,48,0.194,0.664,194320,0.797,0.0,0.337,-4.473,0.0362,97.004,0.284
Indie,Violent Femmes,Blister in the Sun - 2002 Remastered Version,70,0.219,0.701,144333,0.261,0.0,0.0821,-19.846,0.0938,97.042,0.89
Indie,Shakey Graves,Pansy Waltz,47,0.55,0.415,213173,0.467,0.0,0.105,-7.138,0.154,172.996,0.227
Indie,Beach Fossils,What a Pleasure,56,0.000176,0.523,152685,0.938,0.929,0.32,-4.362,0.0652,152.009,0.877
Indie,Portugal. The Man,Purple Yellow Red and Blue,60,0.0351,0.601,249747,0.859,0.331,0.144,-6.311,0.0397,101.003,0.431
Indie,Amber Mark,Love Is Stronger Than Pride,54,0.161,0.611,232273,0.662,0.000372,0.069,-7.608,0.0403,159.961,0.203
Indie,Beck,E-Pro,50,0.00182,0.622,202360,0.948,0.151,0.0827,-6.169,0.0978,95.785,0.665
Indie,Jacob Lee,I Belong to You,56,0.335,0.563,348577,0.497,2.27e-06,0.379,-7.888,0.0271,118.207,0.144
Indie,Tennis,Needle And A Knife,45,0.00693,0.622,203440,0.906,0.00814,0.061,-5.425,0.0288,100.576,0.955
Indie,Blind Pilot,Half Moon,54,0.164,0.54,208053,0.535,0.00225,0.104,-8.909,0.0315,150.84,0.471
Indie,Tedy,Can I,51,0.797,0.336,187346,0.239,0.0,0.102,-6.747,0.0324,88.836,0.256
Indie,Last Dinosaurs,Honolulu,44,0.0266,0.459,251693,0.673,1.58e-05,0.107,-6.95,0.0662,121.84,0.762
Indie,Ariel Pink,Round And Round,55,0.358,0.665,308680,0.59,0.628,0.564,-6.831,0.0257,110.069,0.577
Indie,SonReal,Can I Get A Witness,60,0.117,0.774,196253,0.587,0.0,0.133,-4.65,0.0326,99.986,0.943
Indie,Halsey,Now Or Never - R3hab Remix,58,0.00517,0.628,184714,0.712,1.57e-06,0.177,-4.742,0.044,104.978,0.264
Indie,Chase Atlantic,DEVILISH,59,0.024,0.5,172387,0.742,0.000119,0.27,-5.527,0.5,144.668,0.537
Indie,Novo Amor,Lucky for You,55,0.928,0.53,136000,0.31,0.514,0.102,-12.159,0.0388,177.974,0.73
Indie,Carly Rae Jepsen,Favourite Colour,52,0.0817,0.6,208880,0.658,5.37e-06,0.42,-5.386,0.0519,146.007,0.677
Indie,Matt Corby,All That I See,49,0.0578,0.569,226073,0.79,0.014,0.111,-6.772,0.0405,82.014,0.554
Indie,Marsha Ambrosius,Old Times,55,0.328,0.369,214480,0.472,5.52e-05,0.0594,-9.044,0.0438,133.719,0.153
Indie,Mahalia,I Wish I Missed My Ex,70,0.319,0.68,205263,0.62,1.14e-06,0.158,-5.117,0.0607,95.078,0.537
Indie,STRFKR,Never Ever,46,0.0429,0.801,214907,0.608,0.00516,0.166,-4.332,0.0299,120.015,0.656
Indie,Mark Diamond,Steady,13,0.0901,0.677,181520,0.664,0.0,0.123,-5.472,0.0337,127.042,0.747
Indie,STRFKR,Open Your Eyes,60,0.00549,0.67,232947,0.756,0.599,0.152,-4.299,0.0322,129.988,0.402
Indie,Nick Wilson,Get Up,52,0.0172,0.281,206879,0.531,0.0,0.149,-8.897,0.0422,83.862,0.193
Indie,The Killers,Mr. Brightside,80,0.00108,0.33,222587,0.936,0.0,0.0926,-3.66,0.0917,148.112,0.234
Indie,Iron & Wine,"Flightless Bird, American Mouth - Wedding Version",49,0.965,0.245,267120,0.242,0.00833,0.271,-12.963,0.0318,135.714,0.138
Indie,Sundara Karma,Symbols Of Joy & Eternity,50,0.0247,0.56,214053,0.961,5.53e-06,0.089,-3.31,0.059,129.987,0.811
Indie,Deer Tick,Ashamed,43,0.524,0.643,132973,0.526,8.45e-06,0.115,-5.576,0.0274,119.998,0.222
Indie,December Avenue,Bulong,77,0.0319,0.5,270233,0.728,0.0,0.0782,-5.472,0.0313,134.877,0.351
Indie,Bruno Major,Places We Won't Walk,59,0.969,0.388,169410,0.0859,7.35e-05,0.108,-16.061,0.0472,88.253,0.19
Indie,Lewis Watson,deep the water,53,0.00963,0.416,218879,0.532,2.19e-06,0.332,-8.649,0.0302,99.19,0.32
Indie,NIKI,Spell,53,0.267,0.736,226813,0.359,7.93e-05,0.109,-13.498,0.0515,132.011,0.414
Indie,Saint Raymond,Movie In My Mind,55,0.438,0.449,256094,0.332,0.0,0.094,-9.6,0.033,150.047,0.428
Indie,MAGIC GIANT,Hideaway,51,0.00914,0.618,250787,0.916,0.00023,0.204,-4.685,0.0651,123.969,0.717
Indie,Coasts,Your Soul,44,0.0101,0.485,203360,0.881,0.0,0.256,-3.572,0.0413,120.994,0.634
Indie,Surfaces,Alone,46,0.775,0.625,193626,0.216,0.000671,0.101,-13.125,0.0342,100.046,0.137
Indie,NoMBe,California Girls,52,0.172,0.708,216923,0.533,0.0404,0.112,-7.148,0.104,78.039,0.536
Indie,Inner Wave,Bower,50,0.295,0.629,124186,0.696,0.917,0.0942,-6.347,0.0339,85.98,0.947
Indie,Josh Garrels,At the Table,52,0.616,0.529,289093,0.554,0.000263,0.118,-7.939,0.0301,93.967,0.285
Indie,Sammie,3-Side,36,0.26,0.712,173028,0.566,0.0,0.183,-7.215,0.0404,96.966,0.365
Indie,Kings of Leon,Arizona,55,0.0146,0.506,290093,0.523,0.232,0.0874,-6.809,0.0302,154.053,0.348
Indie,Cigarettes After Sex,Sunsetz,57,0.0542,0.412,214680,0.477,0.798,0.0975,-9.381,0.029,75.302,0.141
Indie,Blood Orange,You're Not Good Enough,63,0.189,0.74,261360,0.798,0.00128,0.305,-6.55,0.146,119.964,0.571
Indie,Foals,Exits - George FitzGerald Remix,35,0.0304,0.679,301273,0.715,0.887,0.09,-8.313,0.0489,123.047,0.348
Indie,Peter Bjorn and John,Gut Feeling,61,0.115,0.609,182538,0.804,2.34e-06,0.503,-4.137,0.042,131.986,0.633
Indie,Mom Jeans.,near death fail comp (must watch til end),49,0.0674,0.592,205686,0.531,2.29e-05,0.0688,-8.493,0.034,97.996,0.45
Indie,Hayley Kiyoko,Palace,52,0.0108,0.582,240840,0.795,1e-06,0.0979,-4.108,0.0671,74.992,0.241
Indie,The National,Sea of Love,52,0.138,0.458,221440,0.825,0.88,0.116,-6.301,0.0367,145.997,0.522
Indie,Silversun Pickups,Circadian Rhythm (Last Dance),51,0.0667,0.693,229013,0.586,0.0133,0.362,-7.418,0.0324,127.967,0.459
Indie,Frankie Cosmos,Young,57,0.439,0.495,122298,0.362,1.67e-05,0.127,-8.737,0.0539,104.937,0.198
Indie,The Unlikely Candidates,Oh My Dear Lord,59,0.0382,0.557,192500,0.798,1.4e-05,0.0666,-4.506,0.113,72.044,0.673
Indie,Ollie,If Only You Knew,50,0.608,0.707,168714,0.536,0.0,0.194,-9.156,0.0953,150.022,0.369
Indie,Catfish and the Bottlemen,7,70,0.000204,0.531,256307,0.711,0.00291,0.108,-4.933,0.0398,155.068,0.279
Indie,Bahamas,Your Sweet Touch,46,0.076,0.465,232800,0.855,0.137,0.361,-4.529,0.0691,92.132,0.542
Indie,Sammie,Tsunami,58,0.489,0.476,234000,0.509,0.0,0.13,-6.998,0.126,103.945,0.325
Indie,Colter Wall,You Look to Yours,44,0.828,0.737,272408,0.252,0.0297,0.0846,-14.329,0.0301,109.433,0.449
Indie,Sinead Harnett,Want It With You,56,0.677,0.747,196062,0.472,1.18e-05,0.193,-8.955,0.0599,120.019,0.48
Indie,HalfNoise,As U Wave,47,0.669,0.452,219707,0.763,0.678,0.192,-5.769,0.0305,150.017,0.451
Indie,A R I Z O N A,Cross My Mind Pt. 2 (feat. Kiiara),66,0.0646,0.632,217793,0.805,5.83e-05,0.161,-5.188,0.045,93.009,0.429
Indie,Noah And The Whale,L.I.F.E.G.O.E.S.O.N.,55,0.207,0.603,228000,0.745,0.0,0.348,-5.79,0.0368,81.981,0.606
Indie,The Kite String Tangle,Arcadia,46,0.607,0.574,213937,0.547,2.09e-06,0.0762,-8.134,0.0435,118.14,0.236
Indie,The Smiths,Panic - 2011 Remaster,62,0.0175,0.53,140507,0.861,0.0177,0.0857,-4.67,0.0372,130.476,0.844
Indie,Hiatus Kaiyote,Fingerprints,54,0.521,0.6,256920,0.237,0.0466,0.117,-11.212,0.0466,79.8,0.325
Indie,Wolf Alice,Don't Delete The Kisses,49,0.0011,0.604,275227,0.789,0.83,0.368,-6.259,0.0273,122.024,0.347
Indie,Magic City Hippies,Heart Wants,52,0.0271,0.691,222000,0.754,0.0719,0.881,-8.136,0.0372,144.085,0.924
Indie,Bad Suns,Rearview,52,0.000111,0.655,186034,0.893,0.0277,0.0648,-2.745,0.0538,134.0,0.873
Indie,Fruit Bats,My Sweet Midwest,48,0.146,0.604,303973,0.831,0.247,0.116,-5.975,0.0301,108.984,0.461
Indie,Winona Forever,Keep Kool,45,0.0713,0.726,144018,0.655,0.727,0.0981,-7.665,0.0398,114.312,0.199
Indie,The Technicolors,Space Cadet,48,0.126,0.571,288836,0.655,1.39e-05,0.165,-7.576,0.0307,85.987,0.633
Indie,MisterWives,Not Your Way,47,0.095,0.661,186933,0.689,0.0,0.0852,-4.869,0.0431,149.943,0.778
Indie,Nick Wilson,Headlights - Stripped,65,0.919,0.396,240500,0.264,0.0,0.0685,-10.788,0.0394,119.882,0.219
Indie,Sons Of The East,The Farmer,52,0.33,0.54,246058,0.615,2e-06,0.0976,-8.694,0.0506,124.9,0.201
Indie,Gallant,Cave Me In,56,0.346,0.689,214159,0.512,2.07e-06,0.106,-6.206,0.0509,90.091,0.619
Indie,Colter Wall,Transcendent Ramblin' Railroad Blues,44,0.931,0.515,298767,0.19,0.0968,0.11,-16.232,0.0334,88.613,0.429
Indie,Ripe,Downward,51,0.15,0.729,224412,0.641,0.0,0.114,-5.871,0.038,120.002,0.714
Indie,The Black Keys,Next Girl,53,0.022,0.383,198213,0.748,0.00014,0.114,-6.343,0.0343,171.568,0.255
Indie,G-Eazy,Drifting,64,0.00199,0.523,273253,0.757,0.0,0.3,-6.772,0.138,134.828,0.375
Indie,Ayelle,Obvious,55,0.284,0.69,160000,0.332,0.000513,0.0931,-11.148,0.178,148.025,0.477
Indie,Electric Guest,Oh Devil - Radio Version,59,0.184,0.894,217387,0.565,0.00668,0.224,-5.484,0.0788,96.987,0.686
Indie,Aliocha,Flash in the Pan,47,0.683,0.598,169320,0.15,8.05e-05,0.11,-14.378,0.0347,97.339,0.585
Indie,The Wombats,1996,42,0.000214,0.493,260401,0.913,0.0,0.77,-5.093,0.0315,106.156,0.606
Indie,Astrid S,Such A Boy,66,0.0555,0.663,210680,0.789,1.06e-06,0.0828,-5.167,0.102,94.985,0.449
Indie,Gang of Youths,Let Me Down Easy,66,0.22,0.672,319347,0.899,0.302,0.142,-6.878,0.0323,139.01,0.927
Indie,COIN,Malibu 1992,57,0.0603,0.55,341333,0.323,0.0767,0.142,-7.769,0.0422,147.47,0.504
Indie,Halsey,Without Me,97,0.297,0.752,201661,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,0.533
Indie,Jeff Bernat,If You Wonder,51,0.675,0.519,192000,0.521,0.0,0.171,-6.59,0.132,94.77,0.634
Indie,MUNA,Around U,49,0.123,0.6,313253,0.824,0.000311,0.105,-6.11,0.0376,129.887,0.244
Indie,The Head and the Heart,Couer d'Alene,46,0.369,0.574,261787,0.632,0.00137,0.11,-5.822,0.0268,96.81,0.493
Indie,Mipso,People Change,69,0.884,0.374,212853,0.276,0.0123,0.122,-14.945,0.0353,80.169,0.412
Indie,Chase Atlantic,23,51,0.599,0.372,277840,0.571,2.86e-05,0.103,-8.322,0.0931,136.267,0.313
Indie,NoMBe,Wait 2.0,26,0.03,0.752,183429,0.466,0.0601,0.16,-10.928,0.0429,104.996,0.243
Indie,MISSIO,Kamikazee,50,0.00146,0.45,221387,0.859,0.00139,0.324,-4.754,0.068,82.504,0.216
Indie,Cautious Clay,Cold War,66,0.199,0.637,203318,0.556,0.138,0.1,-8.993,0.0534,77.118,0.348
Indie,Rex Orange County,Rex (Intro),55,0.897,0.592,107170,0.246,0.0,0.102,-13.941,0.0514,109.313,0.132
Indie,Himalayas,Thank God I'm Not You,64,0.00175,0.542,194626,0.828,0.0136,0.06,-3.91,0.0536,126.037,0.785
Indie,Dermot Kennedy,Swim Good,57,0.904,0.398,239519,0.149,2.07e-06,0.115,-14.398,0.0602,80.523,0.278
Indie,The Avett Brothers,Tear Down the House,43,0.891,0.551,181773,0.305,1.42e-06,0.258,-11.36,0.0321,145.811,0.42
Indie,EXES,Grey,52,0.337,0.582,235636,0.474,0.000352,0.159,-9.653,0.0347,109.902,0.12
Indie,Kevin Garrett,A Heart Like Yours,50,0.858,0.443,278000,0.34,0.0201,0.108,-13.01,0.044,65.007,0.115
Indie,Samm Henshaw,How Does It Feel?,59,0.1,0.613,190877,0.669,0.0,0.281,-6.049,0.156,80.033,0.599
Indie,Rainbow Kitten Surprise,Wasted,57,0.114,0.786,197773,0.607,0.372,0.104,-7.992,0.0517,125.811,0.56
Indie,Triathalon,I Want It,43,0.00549,0.668,159650,0.628,0.847,0.0924,-8.983,0.0663,137.904,0.606
Indie,The Smiths,The Headmaster Ritual - 2011 Remaster,54,0.00201,0.388,295440,0.955,0.0366,0.146,-6.184,0.0411,150.352,0.693
Indie,IAMDDB,Shade,65,0.386,0.799,175097,0.679,0.0,0.111,-3.476,0.0364,122.011,0.408
Indie,Bear's Den,Sophie,61,0.819,0.59,305001,0.28,0.00789,0.195,-13.253,0.0357,144.003,0.326
Indie,Brown Bird,Bilgewater,48,0.457,0.568,226689,0.317,0.0195,0.107,-10.545,0.045,113.429,0.761
Indie,Mallrat,Tokyo Drift,45,0.159,0.686,184000,0.614,3.01e-05,0.131,-5.073,0.121,90.011,0.516
Indie,Postcard Boy,No Tissues,46,0.00376,0.623,185754,0.302,0.0189,0.153,-12.694,0.0487,109.971,0.225
Indie,OK Go,Here It Goes Again,63,0.000342,0.537,179813,0.882,9.06e-05,0.12,-2.306,0.0403,145.729,0.81
Indie,G-Eazy,Charles Brown,53,0.431,0.472,289373,0.562,0.0,0.115,-7.05,0.244,93.161,0.769
Indie,Metric,Black Sheep,62,0.00028,0.509,297460,0.646,0.00468,0.0973,-6.285,0.0365,124.014,0.142
Indie,Jaira Burns,Ugly,57,0.0505,0.64,201661,0.817,0.000884,0.492,-4.291,0.054,135.054,0.534
Indie,Night Riots,On The Line,55,0.00495,0.402,193589,0.735,0.000986,0.0851,-5.101,0.141,113.968,0.45
Indie,The National,Born to Beg,51,0.925,0.528,262680,0.63,0.852,0.101,-13.168,0.0611,169.489,0.266
Indie,Skizzy Mars,Girl On A Train,64,0.219,0.711,182548,0.678,0.0,0.176,-6.398,0.0476,94.04,0.615
Indie,The Drums,Blood Under My Belt,51,0.0932,0.595,228147,0.894,0.0165,0.2,-4.493,0.0523,89.968,0.79
Indie,The Fratellis,Henrietta,48,0.023,0.609,211627,0.951,0.0,0.136,-3.267,0.0918,122.455,0.872
Indie,The National,Heavenfaced,51,0.644,0.511,263200,0.496,0.294,0.0887,-9.424,0.0365,160.017,0.163
Indie,Magic Man,Honey,44,0.0686,0.392,223507,0.754,0.0145,0.097,-8.721,0.035,179.026,0.454
Indie,Coasts,You Could Have Been The One,48,0.0104,0.499,255738,0.879,0.0,0.0887,-5.566,0.0567,122.091,0.493
Indie,Middle Kids,Edge of Town,55,0.0109,0.324,225400,0.788,0.0008,0.0998,-4.158,0.0365,104.996,0.236
Indie,My Morning Jacket,Rocket Man,54,0.534,0.565,299827,0.27,0.0362,0.107,-9.591,0.0302,120.308,0.119
Indie,Edward Sharpe & The Magnetic Zeros,Janglin,52,0.632,0.578,229600,0.688,5.98e-05,0.305,-6.551,0.054,123.91,0.36
Indie,Foster The People,Pumped Up Kicks,83,0.145,0.733,239600,0.71,0.115,0.0956,-5.849,0.0292,127.975,0.965
Indie,Ra Ra Riot,Can You Tell,45,0.000986,0.556,162813,0.829,7.15e-06,0.355,-5.9,0.0394,143.96,0.578
Indie,Rhye,The Fall,60,0.384,0.656,224680,0.621,0.695,0.177,-12.766,0.0387,105.012,0.776
Indie,Ween,Ocean Man,66,0.551,0.72,126947,0.912,0.00122,0.0982,-6.13,0.0363,122.782,0.973
Indie,He Is We,I Wouldn't Mind,63,0.794,0.561,200059,0.289,0.0,0.0925,-7.583,0.0278,108.092,0.434
Indie,Nick Wilson,Closer,45,0.783,0.59,322480,0.128,0.0,0.109,-12.205,0.0329,123.7,0.164
Indie,Betty Who,Somebody Loves You,49,0.000619,0.61,210680,0.906,0.0,0.3,-3.817,0.0926,122.993,0.431
Indie,Tom Odell,True Colours,62,0.942,0.518,143707,0.126,0.0,0.105,-12.102,0.0431,75.991,0.166
Indie,Joe Purdy,I Love the Rain the Most,58,0.797,0.483,278693,0.256,0.00129,0.0675,-13.891,0.0335,139.904,0.582
Indie,The Wood Brothers,The Muse,59,0.482,0.535,201000,0.425,0.000335,0.0842,-8.392,0.0292,64.712,0.239
Indie,Shagabond,Arouse,50,0.0728,0.67,213913,0.751,0.0,0.368,-6.066,0.433,91.961,0.533
Indie,Ivan B,I'm Sorry,50,0.707,0.701,230217,0.531,0.0,0.15,-8.98,0.103,119.743,0.0723
Indie,Foster The People,Worst Nites,68,0.00834,0.741,211920,0.752,0.00165,0.0438,-4.968,0.0386,114.02,0.609
Indie,Mantaraybryn,Tropics,44,0.229,0.833,147533,0.769,2.68e-05,0.459,-6.137,0.0446,119.921,0.661
Indie,The Ballroom Thieves,Fistfight,57,0.266,0.698,224547,0.558,0.0,0.154,-7.088,0.0412,113.171,0.611
Indie,Prof,Time Bomb,46,0.0177,0.794,211680,0.583,7.43e-05,0.0683,-5.383,0.108,147.982,0.427
Indie,The Growlers,I'll Be Around,57,0.000833,0.475,287086,0.899,1.1e-06,0.19,-3.347,0.056,92.101,0.911
Indie,XYLØ,Nothing Left To Say,53,0.595,0.486,209362,0.641,0.0,0.298,-5.238,0.0664,93.459,0.714
Indie,Arlie,blackboard.edu,49,0.0233,0.583,219320,0.707,0.0,0.528,-4.169,0.0418,128.984,0.683
Indie,James TW,When You Love Someone,81,0.248,0.675,216373,0.444,0.0,0.0531,-6.067,0.028,125.884,0.356
Indie,Elder Island,Bonfires,54,0.0151,0.641,231946,0.599,0.424,0.124,-10.291,0.042,119.978,0.0391
Indie,Lost Kings,Don't Kill My High,74,0.0363,0.674,180333,0.932,0.0,0.0576,-4.876,0.0718,144.039,0.826
Indie,Ari Lennox,Backwood,59,0.161,0.61,168213,0.382,0.000101,0.126,-9.591,0.196,74.084,0.59
Indie,Dermot Kennedy,"Glory - Recorded At RAK Studios, London",50,0.0691,0.515,220098,0.58,0.0,0.18,-7.284,0.0514,76.371,0.178
Indie,Mom Jeans.,*Sobs Quietly*,52,0.00599,0.421,118465,0.785,1.5e-06,0.0941,-9.461,0.095,117.021,0.396
Indie,G-Eazy,No Limit,78,0.0117,0.838,245387,0.771,0.0,0.0853,-3.791,0.244,175.957,0.405
Indie,Wafia,Heartburn - Felix Cartal Remix,49,0.0858,0.69,215329,0.636,0.000477,0.177,-4.19,0.0343,113.987,0.339
Indie,The Front Bottoms,Awkward Conversations,43,0.366,0.576,165800,0.376,0.0,0.0779,-8.017,0.12,151.728,0.507
Indie,Life of Dillon,Dreams - Lost Kings Remix,48,0.281,0.623,206013,0.89,0.0,0.118,-3.832,0.0377,127.978,0.665
